id,#N_Pisos,N_VanosX,N_VanosY,H_Pisos,L_VanoX,L_VanoY,H_VigaX,B_VigaX,H_VigaY,B_VigaY,H_Colum,B_Colum,T
2925,8.0,4.0,4.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7595964376865988
2926,8.0,4.0,5.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.769509013359151
2927,8.0,4.0,6.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7765120218618572
2928,8.0,4.0,8.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7857523631991482
2929,8.0,4.0,10.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7915764653162384
2930,8.0,5.0,5.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7681959392618735
2931,8.0,5.0,6.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.775245512532779
2932,8.0,5.0,8.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7845464924261435
2933,8.0,5.0,10.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7904083583902255
2934,8.0,6.0,6.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.774414171879226
2935,8.0,6.0,8.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7837572059445307
2936,8.0,6.0,10.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7896452610985027
2937,8.0,8.0,8.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7827906158141925
2938,8.0,8.0,10.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7887126271025174
2939,8.0,10.0,10.0,2.5,5.0,7.0,0.5,0.25,0.7,0.35,1.15,1.15,0.7881661263722731
2940,8.0,3.0,3.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8150875565063361
2941,8.0,3.0,4.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8133437012368101
2942,8.0,3.0,5.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8122733153631172
2943,8.0,3.0,6.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8115507960521176
2944,8.0,3.0,8.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8106388683613871
2945,8.0,3.0,10.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8100876991835525
2946,8.0,4.0,4.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8269979891250979
2947,8.0,4.0,5.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8260810489344795
2948,8.0,4.0,6.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8254652003911237
2949,8.0,4.0,8.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8246918759961681
2950,8.0,4.0,10.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8242268371939043
2951,8.0,5.0,5.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.2,1.2,0.7916785275513026
2952,8.0,5.0,6.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8346127794506045
2953,8.0,5.0,8.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8339291698667294
2954,8.0,5.0,10.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.1,1.1,0.8335198686337244
2955,8.0,6.0,6.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.2,1.2,0.7973359277457293
2956,8.0,6.0,8.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.2,1.2,0.7972853749036588
2957,8.0,6.0,10.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.2,1.2,0.7972633281196712
2958,8.0,8.0,8.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.275,1.275,0.7616956196418685
2959,8.0,8.0,10.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.275,1.275,0.7620155968892187
2960,8.0,10.0,10.0,2.5,6.0,3.0,0.6,0.3,0.3,0.25,1.275,1.275,0.7663757196913117
2961,8.0,3.0,3.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8120330307052211
2962,8.0,3.0,4.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8081781949029507
2963,8.0,3.0,5.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8058668934884003
2964,8.0,3.0,6.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8043295912689714
2965,8.0,3.0,8.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8024148637225027
2966,8.0,3.0,10.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8012711000689645
2967,8.0,4.0,4.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8243950449364056
2968,8.0,4.0,5.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8221905371823336
2969,8.0,4.0,6.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8207273993701375
2970,8.0,4.0,8.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8189089478236181
2971,8.0,4.0,10.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8178249613111283
2972,8.0,5.0,5.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8328954284622584
2973,8.0,5.0,6.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8314798078553526
2974,8.0,5.0,8.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8297230373304091
2975,8.0,5.0,10.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,0.95,0.95,0.8286773465195769
2976,8.0,6.0,6.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,1.075,1.075,0.795870746947197
2977,8.0,6.0,8.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,1.075,1.075,0.7946699953117644
2978,8.0,6.0,10.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,1.075,1.075,0.7939557352101752
2979,8.0,8.0,8.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,1.2,1.2,0.7599178178671653
2980,8.0,8.0,10.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,1.2,1.2,0.7595920847875606
2981,8.0,10.0,10.0,2.5,6.0,4.0,0.6,0.3,0.4,0.25,1.2,1.2,0.7645775137208102
2982,8.0,3.0,3.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7827700317923688
2983,8.0,3.0,4.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7790329883090638
2984,8.0,3.0,5.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.776815516946054
2985,8.0,3.0,6.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7753496847427429
2986,8.0,3.0,8.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7735335083510996
2987,8.0,3.0,10.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7724533664413207
2988,8.0,4.0,4.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7962353729213678
2989,8.0,4.0,5.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7940905629259261
2990,8.0,4.0,6.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7926752483417604
2991,8.0,4.0,8.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7909246930590177
2992,8.0,4.0,10.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.7898853065279039
2993,8.0,5.0,5.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8054015636446515
2994,8.0,5.0,6.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8040183628636751
2995,8.0,5.0,8.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.80230953227109
2996,8.0,5.0,10.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8012960650037285
2997,8.0,6.0,6.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8120236376448908
2998,8.0,6.0,8.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8103436911032506
2999,8.0,6.0,10.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8093481691454328
3000,8.0,8.0,8.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8209336666276433
3001,8.0,8.0,10.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8199613778436295
3002,8.0,10.0,10.0,2.5,6.0,5.0,0.6,0.3,0.5,0.25,0.85,0.85,0.8266443291744876
3003,8.0,3.0,3.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7654624791507818
3004,8.0,3.0,4.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7839870491404693
3005,8.0,3.0,5.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7960973706633148
3006,8.0,3.0,6.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8046360351058187
3007,8.0,3.0,8.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8158819491048701
3008,8.0,3.0,10.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8229584426525477
3009,8.0,4.0,4.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7813194024957728
3010,8.0,4.0,5.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7934483508656551
3011,8.0,4.0,6.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8019996071327682
3012,8.0,4.0,8.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8132614489108532
3013,8.0,4.0,10.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8203475950896179
3014,8.0,5.0,5.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7918820926934605
3015,8.0,5.0,6.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8004417198434266
3016,8.0,5.0,8.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.811714180628283
3017,8.0,5.0,10.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.818806780100395
3018,8.0,6.0,6.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.7994145398898992
3019,8.0,6.0,8.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8106945547930418
3020,8.0,6.0,10.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.817791752267977
3021,8.0,8.0,8.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.809434763585982
3022,8.0,8.0,10.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8165380599452546
3023,8.0,10.0,10.0,2.5,6.0,6.0,0.6,0.3,0.6,0.3,0.6,0.6,0.8157945467099205
3024,8.0,3.0,3.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.6,0.6,0.830954265089697
3025,8.0,3.0,4.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7788550359703821
3026,8.0,3.0,5.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7906834720072179
3027,8.0,3.0,6.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7990251891567196
3028,8.0,3.0,8.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8100138988893194
3029,8.0,3.0,10.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.975,0.975,0.7601140104282066
3030,8.0,4.0,4.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7750781948568312
3031,8.0,4.0,5.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7869244335560421
3032,8.0,4.0,6.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.795278035033244
3033,8.0,4.0,8.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8062815865115495
3034,8.0,4.0,10.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.975,0.975,0.7571564119087222
3035,8.0,5.0,5.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7846872833452937
3036,8.0,5.0,6.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.7930491004892607
3037,8.0,5.0,8.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8040629674231518
3038,8.0,5.0,10.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8109939362343886
3039,8.0,6.0,6.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.791572610576536
3040,8.0,6.0,8.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8025939848687862
3041,8.0,6.0,10.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.809529483189712
3042,8.0,8.0,8.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.800770500901515
3043,8.0,8.0,10.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8077121269615251
3044,8.0,10.0,10.0,2.5,6.0,7.0,0.6,0.3,0.7,0.35,0.8,0.8,0.8066294203372711
3045,8.0,3.0,3.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7760672974257534
3046,8.0,3.0,4.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7763770077029248
3047,8.0,3.0,5.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7765940227175593
3048,8.0,3.0,6.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7767538774113382
3049,8.0,3.0,8.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7769729746300079
3050,8.0,3.0,10.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7771157902212344
3051,8.0,4.0,4.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7893414745215915
3052,8.0,4.0,5.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7897138508322005
3053,8.0,4.0,6.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7899821425209582
3054,8.0,4.0,8.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7903426623167306
3055,8.0,4.0,10.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.790573654803
3056,8.0,5.0,5.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.798340777895545
3057,8.0,5.0,6.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7986794249640575
3058,8.0,5.0,8.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7991316811157758
3059,8.0,5.0,10.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.7994198594997421
3060,8.0,6.0,6.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.8048342971632337
3061,8.0,6.0,8.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.805350896909163
3062,8.0,6.0,10.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.8056791800450411
3063,8.0,8.0,8.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.8135693159820087
3064,8.0,8.0,10.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.8139501504275584
3065,8.0,10.0,10.0,2.5,7.0,3.0,0.7,0.35,0.3,0.25,1.275,1.275,0.8191700621631698
3066,8.0,3.0,3.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7778684347188098
3067,8.0,3.0,4.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7760739815724286
3068,8.0,3.0,5.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7749896058018343
3069,8.0,3.0,6.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.774265522197051
3070,8.0,3.0,8.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7733612650276886
3071,8.0,3.0,10.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.772820246600874
3072,8.0,4.0,4.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.790815305623772
3073,8.0,4.0,5.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7898595848494457
3074,8.0,4.0,6.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7892247986997154
3075,8.0,4.0,8.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.788436407724361
3076,8.0,4.0,10.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7879673014243413
3077,8.0,5.0,5.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7996194515880249
3078,8.0,5.0,6.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7990422337755853
3079,8.0,5.0,8.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.7983285256152016
3080,8.0,5.0,10.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.797905763352581
3081,8.0,6.0,6.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.8059815471724767
3082,8.0,6.0,8.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.8053200042725369
3083,8.0,6.0,10.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.8049296095113082
3084,8.0,8.0,8.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.8145487172187984
3085,8.0,8.0,10.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.8142005721791957
3086,8.0,10.0,10.0,2.5,7.0,4.0,0.7,0.35,0.4,0.25,1.2,1.2,0.8200457528497169
3087,8.0,3.0,3.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.7951865369940877
3088,8.0,3.0,4.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.7916854535108611
3089,8.0,3.0,5.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.7896048501530666
3090,8.0,3.0,6.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.7882291698397706
3091,8.0,3.0,8.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.7865253442652914
3092,8.0,3.0,10.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,0.85,0.85,0.8340458513829484
3093,8.0,4.0,4.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7595964376866466
3094,8.0,4.0,5.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7582165243639325
3095,8.0,4.0,6.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7573065300247981
3096,8.0,4.0,8.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.8041118643875648
3097,8.0,4.0,10.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.0,1.0,0.8031438609581373
3098,8.0,5.0,5.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7681959392617463
3099,8.0,5.0,6.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7673323035947146
3100,8.0,5.0,8.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7662693103529629
3101,8.0,5.0,10.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7656419520179832
3102,8.0,6.0,6.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7744141718793058
3103,8.0,6.0,8.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7733930540280761
3104,8.0,6.0,10.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7727916703062035
3105,8.0,8.0,8.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7827906158139779
3106,8.0,8.0,10.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7822230537510794
3107,8.0,10.0,10.0,2.5,7.0,5.0,0.7,0.35,0.5,0.25,1.15,1.15,0.7881661263726125
3108,8.0,3.0,3.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.6,0.6,0.8309542650896755
3109,8.0,3.0,4.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.6,0.6,0.8273300451928376
3110,8.0,3.0,5.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.6,0.6,0.8251685454565206
3111,8.0,3.0,6.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.6,0.6,0.823734250336712
3112,8.0,3.0,8.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.6,0.6,0.8219501304870631
3113,8.0,3.0,10.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.6,0.6,0.8208848966410787
3114,8.0,4.0,4.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7750781948567389
3115,8.0,4.0,5.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7728288020273919
3116,8.0,4.0,6.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7713374909286163
3117,8.0,4.0,8.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7694839430512944
3118,8.0,4.0,10.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7683780609447265
3119,8.0,5.0,5.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7846872833452239
3120,8.0,5.0,6.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7832048314344087
3121,8.0,5.0,8.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7813631858754834
3122,8.0,5.0,10.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.780264906992013
3123,8.0,6.0,6.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7915726105763096
3124,8.0,6.0,8.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.789738993491354
3125,8.0,6.0,10.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7886458528649672
3126,8.0,8.0,8.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.8007705009013716
3127,8.0,8.0,10.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.7996838578066532
3128,8.0,10.0,10.0,2.5,7.0,6.0,0.7,0.35,0.6,0.3,0.8,0.8,0.8066294203371784
3129,8.0,3.0,3.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.575,0.575,0.7880680976201755
3130,8.0,3.0,4.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.575,0.575,0.8077786216877819
3131,8.0,3.0,5.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.575,0.575,0.8206560283651919
3132,8.0,3.0,6.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7625964113570914
3133,8.0,3.0,8.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7732540326842307
3134,8.0,3.0,10.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7799603448348066
3135,8.0,4.0,4.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.575,0.575,0.8069546813610324
3136,8.0,4.0,5.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.575,0.575,0.819845508780416
3137,8.0,4.0,6.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7602050651491002
3138,8.0,4.0,8.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7708649928659302
3139,8.0,4.0,10.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7775725062183882
3140,8.0,5.0,5.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.575,0.575,0.8193950552409148
3141,8.0,5.0,6.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7587909769498252
3142,8.0,5.0,8.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7694530881302183
3143,8.0,5.0,10.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7761618210015275
3144,8.0,6.0,6.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7578582405933313
3145,8.0,6.0,8.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7685221681085335
3146,8.0,6.0,10.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.77523193905493
3147,8.0,8.0,8.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.76737144612245
3148,8.0,8.0,10.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7740827837142878
3149,8.0,10.0,10.0,2.5,7.0,7.0,0.7,0.35,0.7,0.35,0.675,0.675,0.7734009419286827
3150,9.0,3.0,3.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.8566183321054022
3151,9.0,3.0,4.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.8667651724408996
3152,9.0,3.0,5.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.8734644771737244
3153,9.0,3.0,6.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.87821851248126
3154,9.0,3.0,8.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.8845176104280118
3155,9.0,3.0,10.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.8885029505774266
3156,9.0,4.0,4.0,2.5,3.0,3.0,0.3,0.25,0.3,0.25,0.95,0.95,0.8598516307218014
