id,#N_Pisos,N_VanosX,N_VanosY,H_Pisos,L_VanoX,L_VanoY,H_VigaX,B_VigaX,H_VigaY,B_VigaY,H_Colum,B_Colum,T
4225,15.0,3.0,8.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.2516475548063772
4226,15.0,3.0,10.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.253573986227107
4227,15.0,4.0,4.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3228583210528964
4228,15.0,4.0,5.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3269228924082608
4229,15.0,4.0,6.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3298185637855935
4230,15.0,4.0,8.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.333669694617824
4231,15.0,4.0,10.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.2529974087058688
4232,15.0,5.0,5.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.325623518527566
4233,15.0,5.0,6.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3285966760674317
4234,15.0,5.0,8.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3325505834903713
4235,15.0,5.0,10.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.2526235117258873
4236,15.0,6.0,6.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3277391083289434
4237,15.0,6.0,8.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3317655721605932
4238,15.0,6.0,10.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.2523614690195288
4239,15.0,8.0,8.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.15,2.15,1.3307370893351236
4240,15.0,8.0,10.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.252018478769578
4241,15.0,10.0,10.0,2.5,3.0,4.0,0.3,0.25,0.4,0.25,2.3,2.3,1.2518039629904574
4242,15.0,3.0,3.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2606587438851886
4243,15.0,3.0,4.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2668569791579665
4244,15.0,3.0,5.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.270972368554082
4245,15.0,3.0,6.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2739038048557718
4246,15.0,3.0,8.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2778019408729344
4247,15.0,3.0,10.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.28027640226729
4248,15.0,4.0,4.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2666198259743786
4249,15.0,4.0,5.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2709059756801382
4250,15.0,4.0,6.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2739586954118907
4251,15.0,4.0,8.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2780176621357222
4252,15.0,4.0,10.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2805939522071432
4253,15.0,5.0,5.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2708672408917776
4254,15.0,5.0,6.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2739995987807888
4255,15.0,5.0,8.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2781641522949614
4256,15.0,5.0,10.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2808072825407617
4257,15.0,6.0,6.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.274030876005645
4258,15.0,6.0,8.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2782700648874983
4259,15.0,6.0,10.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2809604365763052
4260,15.0,8.0,8.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.27841290098048
4261,15.0,8.0,10.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2811656222139438
4262,15.0,10.0,10.0,2.5,3.0,5.0,0.3,0.25,0.5,0.25,2.3,2.3,1.2812967659687762
4263,15.0,3.0,3.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.2904916285237564
4264,15.0,3.0,4.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.2985027206251398
4265,15.0,3.0,5.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3038161403989705
4266,15.0,3.0,6.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3075982391133367
4267,15.0,3.0,8.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3126241084543677
4268,15.0,3.0,10.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3158124070922774
4269,15.0,4.0,4.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.2989600082184916
4270,15.0,4.0,5.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3044657611493766
4271,15.0,4.0,6.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3083842759754527
4272,15.0,4.0,8.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3135908032481602
4273,15.0,4.0,10.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3168933441198376
4274,15.0,5.0,5.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3048970665172805
4275,15.0,5.0,6.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3089050764970163
4276,15.0,5.0,8.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3142301007174064
4277,15.0,5.0,10.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.317607561913725
4278,15.0,6.0,6.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3092755246199277
4279,15.0,6.0,8.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.314684259089632
4280,15.0,6.0,10.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.318114640186991
4281,15.0,8.0,8.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3152866346615903
4282,15.0,8.0,10.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3187868187292682
4283,15.0,10.0,10.0,2.5,3.0,6.0,0.3,0.25,0.6,0.3,2.3,2.3,1.3192122640932222
4284,15.0,3.0,3.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.325653710010338
4285,15.0,3.0,4.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.335751446901289
4286,15.0,3.0,5.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3424411268880985
4287,15.0,3.0,6.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3471991564768941
4288,15.0,3.0,8.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3535172087306142
4289,15.0,3.0,10.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3575224953285498
4290,15.0,4.0,4.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3368069341611155
4291,15.0,4.0,5.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.343705214198246
4292,15.0,4.0,6.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.348610979489168
4293,15.0,4.0,8.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3551244060843004
4294,15.0,4.0,10.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3592530818261475
4295,15.0,5.0,5.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3445396178584368
4296,15.0,5.0,6.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3495422377065731
4297,15.0,5.0,8.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3561837254724713
4298,15.0,5.0,10.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3603932640821843
4299,15.0,6.0,6.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.350202644442468
4300,15.0,6.0,8.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3569345568417894
4301,15.0,6.0,10.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.361201186237474
4302,15.0,8.0,8.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.357928242708082
4303,15.0,8.0,10.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.362270143008223
4304,15.0,10.0,10.0,2.5,3.0,7.0,0.3,0.25,0.7,0.35,2.3,2.3,1.3629455375264898
4305,15.0,3.0,3.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3191547763053701
4306,15.0,3.0,4.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3167379776418127
4307,15.0,3.0,5.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3151646234452403
4308,15.0,3.0,6.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3140588557671038
4309,15.0,3.0,8.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.312607406329782
4310,15.0,3.0,10.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3116971408370004
4311,15.0,4.0,4.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.322858321053069
4312,15.0,4.0,5.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3214498779288653
4313,15.0,4.0,6.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.320460582855794
4314,15.0,4.0,8.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3191627501074183
4315,15.0,4.0,10.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3183492569097255
4316,15.0,5.0,5.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3256235185274172
4317,15.0,5.0,6.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.324711241684005
4318,15.0,5.0,8.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.323514970277681
4319,15.0,5.0,10.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3227654456804607
4320,15.0,6.0,6.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3277391083287813
4321,15.0,6.0,8.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3266149709957267
4322,15.0,6.0,10.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.325910874987647
4323,15.0,8.0,8.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3307370893351258
4324,15.0,8.0,10.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.15,2.15,1.3300932278079174
4325,15.0,10.0,10.0,2.5,4.0,3.0,0.4,0.25,0.3,0.25,2.3,2.3,1.251803962990974
4326,15.0,3.0,3.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2747827592484648
4327,15.0,3.0,4.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2817166967458513
4328,15.0,3.0,5.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2863185905350094
4329,15.0,3.0,6.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.289595619633553
4330,15.0,3.0,8.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2939521023213387
4331,15.0,3.0,10.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.29671680103417
4332,15.0,4.0,4.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2772317536962836
4333,15.0,4.0,5.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2820196977888254
4334,15.0,4.0,6.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.285428756516667
4335,15.0,4.0,8.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2899601757780308
4336,15.0,4.0,10.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.29283554960457
4337,15.0,5.0,5.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2792550018257764
4338,15.0,5.0,6.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2827499627307184
4339,15.0,5.0,8.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2873951747216845
4340,15.0,5.0,10.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.290342525356858
4341,15.0,6.0,6.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2808831417550977
4342,15.0,6.0,8.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.285608295110698
4343,15.0,6.0,10.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.288606203542776
4344,15.0,8.0,8.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2832825289579737
4345,15.0,8.0,10.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.286346771907624
4346,15.0,10.0,10.0,2.5,4.0,4.0,0.4,0.25,0.4,0.25,2.125,2.125,1.2849411469051202
4347,15.0,3.0,3.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3055476967527015
4348,15.0,3.0,4.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.314334224063331
4349,15.0,3.0,5.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3201594684065268
4350,15.0,3.0,6.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3243046921712687
4351,15.0,3.0,8.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3298115862888706
4352,15.0,3.0,10.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3333041478306538
4353,15.0,4.0,4.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3108618375249053
4354,15.0,4.0,5.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3169052595963404
4355,15.0,4.0,6.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3212050893144407
4356,15.0,4.0,8.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3269165520629658
4357,15.0,4.0,10.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3305383720383086
4358,15.0,5.0,5.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.314819977279371
4359,15.0,5.0,6.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3192202466084393
4360,15.0,5.0,8.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3250645739209188
4361,15.0,5.0,10.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3287703261661137
4362,15.0,6.0,6.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3178408065458287
4363,15.0,6.0,8.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3237783776184164
4364,15.0,6.0,10.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3275430240492903
4365,15.0,8.0,8.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.322109339024615
4366,15.0,8.0,10.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3259511809435833
4367,15.0,10.0,10.0,2.5,4.0,5.0,0.4,0.25,0.5,0.25,2.125,2.125,1.3249639394033617
4368,15.0,3.0,3.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3444676427592583
4369,15.0,3.0,4.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3555404687206887
4370,15.0,3.0,5.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3628724396707805
4371,15.0,3.0,6.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3680855350744647
4372,15.0,3.0,8.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.375005622978259
4373,15.0,3.0,10.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3793912621883955
4374,15.0,4.0,4.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3528744258262577
4375,15.0,4.0,5.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.360446125286902
4376,15.0,4.0,6.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3658288156395015
4377,15.0,4.0,8.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3729729506360049
4378,15.0,4.0,10.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.377499950542967
4379,15.0,5.0,5.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3588988440507745
4380,15.0,5.0,6.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3643915923247627
4381,15.0,5.0,8.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.371681084203722
4382,15.0,5.0,10.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3762997741442797
4383,15.0,6.0,6.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3633965558966585
4384,15.0,6.0,8.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3707879840719448
4385,15.0,6.0,10.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.375470964472913
4386,15.0,8.0,8.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3696342906076981
4387,15.0,8.0,10.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.374401480743537
4388,15.0,10.0,10.0,2.5,4.0,6.0,0.4,0.25,0.6,0.3,2.125,2.125,1.3737414509844872
4389,15.0,3.0,3.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2753301196334392
4390,15.0,3.0,4.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.286101628918637
4391,15.0,3.0,5.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2932328522172531
4392,15.0,3.0,6.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2983026296381395
4393,15.0,3.0,8.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3050317313017963
4394,15.0,3.0,10.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.309295900605536
4395,15.0,4.0,4.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2859888016595933
4396,15.0,4.0,5.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2933462985437962
4397,15.0,4.0,6.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2985761606173283
4398,15.0,4.0,8.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3055167569425297
4399,15.0,4.0,10.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3099143740332573
4400,15.0,5.0,5.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.29343169111749
4401,15.0,5.0,6.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.298765902643797
4402,15.0,5.0,8.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.305844327642158
4403,15.0,5.0,10.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3103288927962635
4404,15.0,6.0,6.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.2989049140666415
4405,15.0,6.0,8.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3060802838379717
4406,15.0,6.0,10.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3106259970736909
4407,15.0,8.0,8.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3063973619056504
4408,15.0,8.0,10.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3110233958599362
4409,15.0,10.0,10.0,2.5,4.0,7.0,0.4,0.25,0.7,0.35,2.35,2.35,1.3112770053327245
4410,15.0,3.0,3.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2606587438851604
4411,15.0,3.0,4.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2601633086277393
4412,15.0,3.0,5.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2598427506745185
4413,15.0,3.0,6.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2596184442315002
4414,15.0,3.0,8.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2593253059128684
4415,15.0,3.0,10.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2591422422257095
4416,15.0,4.0,4.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2666198259746164
4417,15.0,4.0,5.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2664689437211059
4418,15.0,4.0,6.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2663646279233722
4419,15.0,4.0,8.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2662299388026383
4420,15.0,4.0,10.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2661468036983463
4421,15.0,5.0,5.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2708672408917863
4422,15.0,5.0,6.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2708422179345678
4423,15.0,5.0,8.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.270812216785841
4424,15.0,5.0,10.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2707950935975119
4425,15.0,6.0,6.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.274030876005543
4426,15.0,6.0,8.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2740751971139206
4427,15.0,6.0,10.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2741049330895753
4428,15.0,8.0,8.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2784129009808236
4429,15.0,8.0,10.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.2785047424810634
4430,15.0,10.0,10.0,2.5,5.0,3.0,0.5,0.25,0.3,0.25,2.3,2.3,1.281296765968559
4431,15.0,3.0,3.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3055476967525839
4432,15.0,3.0,4.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.301744176380021
4433,15.0,3.0,5.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.299301856041463
4434,15.0,3.0,6.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.2976012220350575
4435,15.0,3.0,8.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.295388706285751
4436,15.0,3.0,10.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.294012548363795
4437,15.0,4.0,4.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3108618375250123
4438,15.0,4.0,5.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3086347790043076
4439,15.0,4.0,6.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3070853067972077
4440,15.0,4.0,8.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3050710708024362
4441,15.0,4.0,10.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3038191927907226
4442,15.0,5.0,5.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3148199772793543
4443,15.0,5.0,6.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.313370037290952
4444,15.0,5.0,8.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.311486325291827
4445,15.0,5.0,10.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3103162394080432
4446,15.0,6.0,6.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3178408065458542
4447,15.0,6.0,8.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.316049530739047
4448,15.0,6.0,10.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3149373604423207
4449,15.0,8.0,8.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3221093390246008
4450,15.0,8.0,10.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.3210737446751002
4451,15.0,10.0,10.0,2.5,5.0,4.0,0.5,0.25,0.4,0.25,2.125,2.125,1.324963939403085
4452,15.0,3.0,3.0,2.5,5.0,5.0,0.5,0.25,0.5,0.25,2.025,2.025,1.2804758098314328
4453,15.0,3.0,4.0,2.5,5.0,5.0,0.5,0.25,0.5,0.25,2.025,2.025,1.2909518528620532
4454,15.0,3.0,5.0,2.5,5.0,5.0,0.5,0.25,0.5,0.25,2.025,2.025,1.297888974194071
4455,15.0,3.0,6.0,2.5,5.0,5.0,0.5,0.25,0.5,0.25,2.025,2.025,1.3028214783344183
4456,15.0,3.0,8.0,2.5,5.0,5.0,0.5,0.25,0.5,0.25,2.025,2.025,1.3093692874296796
